Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BE","BLOOM ENERGY CLASS A CORP","Industrials","Equity","663,821,685.41","0.96","663,821,685.41","5,224,063.00","127.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRDO","CREDO TECHNOLOGY GROUP HOLDING LTD","Information Technology","Equity","571,313,408.50","0.82","571,313,408.50","3,604,501.00","158.50","United States","NASDAQ","USD","1.00","USD","-"
"FN","FABRINET","Information Technology","Equity","395,251,195.96","0.57","395,251,195.96","879,724.00","449.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXT","NEXTRACKER INC CLASS A","Industrials","Equity","375,886,041.53","0.54","375,886,041.53","3,551,791.00","105.83","United States","NASDAQ","USD","1.00","USD","-"
"IONQ","IONQ INC","Information Technology","Equity","366,271,796.46","0.53","366,271,796.46","6,730,463.00","54.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KTOS","KRATOS DEFENSE AND SECURITY SOLUTI","Industrials","Equity","310,859,126.37","0.45","310,859,126.37","4,058,743.00","76.59","United States","NASDAQ","USD","1.00","USD","-"
"GH","GUARDANT HEALTH INC","Health Care","Equity","283,892,692.02","0.41","283,892,692.02","2,905,462.00","97.71","United States","NASDAQ","USD","1.00","USD","-"
"STRL","STERLING INFRASTRUCTURE INC","Industrials","Equity","277,053,159.88","0.40","277,053,159.88","726,754.00","381.22","United States","NASDAQ","USD","1.00","USD","-"
"RMBS","RAMBUS INC","Information Technology","Equity","275,914,379.37","0.40","275,914,379.37","2,629,509.00","104.93","United States","NASDAQ","USD","1.00","USD","-"
"OKLO","OKLO INC CLASS A","Utilities","Equity","275,754,030.48","0.40","275,754,030.48","2,645,884.00","104.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPXC","SPX TECHNOLOGIES INC","Industrials","Equity","259,981,400.10","0.37","259,981,400.10","1,174,155.00","221.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVAV","AEROVIRONMENT INC","Industrials","Equity","254,815,035.58","0.37","254,815,035.58","776,662.00","328.09","United States","NASDAQ","USD","1.00","USD","-"
"BBIO","BRIDGEBIO PHARMA INC","Health Care","Equity","253,156,135.30","0.36","253,156,135.30","3,802,285.00","66.58","United States","NASDAQ","USD","1.00","USD","-"
"ENSG","ENSIGN GROUP INC","Health Care","Equity","245,852,406.80","0.35","245,852,406.80","1,367,366.00","179.80","United States","NASDAQ","USD","1.00","USD","-"
"MDGL","MADRIGAL PHARMACEUTICALS INC","Health Care","Equity","244,886,877.00","0.35","244,886,877.00","452,238.00","541.50","United States","NASDAQ","USD","1.00","USD","-"
"RGTI","RIGETTI COMPUTING INC","Information Technology","Equity","244,097,634.00","0.35","244,097,634.00","7,773,810.00","31.40","United States","NASDAQ","USD","1.00","USD","-"
"CDE","COEUR MINING INC","Materials","Equity","237,038,952.15","0.34","237,038,952.15","15,584,415.00","15.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SATS","ECHOSTAR CORP CLASS A","Communication","Equity","235,267,765.92","0.34","235,267,765.92","3,300,614.00","71.28","United States","NASDAQ","USD","1.00","USD","-"
"IDCC","INTERDIGITAL INC","Information Technology","Equity","234,545,727.01","0.34","234,545,727.01","631,127.00","371.63","United States","NASDAQ","USD","1.00","USD","-"
"GTLS","CHART INDUSTRIES INC","Industrials","Equity","224,072,355.60","0.32","224,072,355.60","1,101,634.00","203.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QBTS","D WAVE QUANTUM INC","Information Technology","Equity","217,949,690.01","0.31","217,949,690.01","7,518,099.00","28.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SANM","SANMINA CORP","Information Technology","Equity","215,674,325.49","0.31","215,674,325.49","1,274,897.00","169.17","United States","NASDAQ","USD","1.00","USD","-"
"HL","HECLA MINING","Materials","Equity","215,645,160.78","0.31","215,645,160.78","14,600,214.00","14.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LUMN","LUMEN TECHNOLOGIES INC","Communication","Equity","214,720,324.00","0.31","214,720,324.00","23,213,008.00","9.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HQY","HEALTHEQUITY INC","Health Care","Equity","207,476,189.85","0.30","207,476,189.85","2,078,295.00","99.83","United States","NASDAQ","USD","1.00","USD","-"
"DY","DYCOM INDUSTRIES INC","Industrials","Equity","198,511,913.07","0.29","198,511,913.07","683,087.00","290.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AEIS","ADVANCED ENERGY INDUSTRIES INC","Information Technology","Equity","198,217,804.80","0.29","198,217,804.80","917,760.00","215.98","United States","NASDAQ","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","196,257,240.28","0.28","196,257,240.28","196,257,240.00","1.00","United States","-","USD","1.00","USD","-"
"UMBF","UMB FINANCIAL CORP","Financials","Equity","195,072,766.20","0.28","195,072,766.20","1,776,619.00","109.80","United States","NASDAQ","USD","1.00","USD","-"
"MOD","MODINE MANUFACTURING","Consumer Discretionary","Equity","193,422,961.20","0.28","193,422,961.20","1,275,036.00","151.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AHR","AMERICAN HEALTHCARE REIT INC","Real Estate","Equity","192,034,270.89","0.28","192,034,270.89","3,905,517.00","49.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTRE","CARETRUST REIT INC","Real Estate","Equity","190,019,401.50","0.27","190,019,401.50","5,206,011.00","36.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CYTK","CYTOKINETICS INC","Health Care","Equity","188,787,714.50","0.27","188,787,714.50","2,838,913.00","66.50","United States","NASDAQ","USD","1.00","USD","-"
"WTS","WATTS WATER TECHNOLOGIES INC CLASS","Industrials","Equity","184,449,985.20","0.27","184,449,985.20","669,267.00","275.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HIMS","HIMS HERS HEALTH INC CLASS A","Health Care","Equity","184,374,015.00","0.27","184,374,015.00","4,638,340.00","39.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JOBY","JOBY AVIATION INC CLASS A","Industrials","Equity","183,551,950.65","0.26","183,551,950.65","11,226,419.00","16.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FLR","FLUOR CORP","Industrials","Equity","181,179,871.10","0.26","181,179,871.10","3,995,146.00","45.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JBTM","JBT MAREL CORP","Industrials","Equity","180,657,523.62","0.26","180,657,523.62","1,270,983.00","142.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ONB","OLD NATIONAL BANCORP","Financials","Equity","179,611,534.95","0.26","179,611,534.95","8,557,005.00","20.99","United States","NASDAQ","USD","1.00","USD","-"
"ZWS","ZURN ELKAY WATER SOLUTIONS CORP","Industrials","Equity","176,038,590.63","0.25","176,038,590.63","3,660,607.00","48.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RNA","AVIDITY BIOSCIENCES INC","Health Care","Equity","175,226,980.60","0.25","175,226,980.60","2,478,458.00","70.70","United States","NASDAQ","USD","1.00","USD","-"
"ORA","ORMAT TECH INC","Utilities","Equity","167,872,344.00","0.24","167,872,344.00","1,488,230.00","112.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TTMI","TTM TECHNOLOGIES INC","Information Technology","Equity","166,575,580.71","0.24","166,575,580.71","2,454,333.00","67.87","United States","NASDAQ","USD","1.00","USD","-"
"PRIM","PRIMORIS SERVICES CORP","Industrials","Equity","165,514,514.14","0.24","165,514,514.14","1,320,103.00","125.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMC","COMMERCIAL METALS","Materials","Equity","163,777,893.24","0.24","163,777,893.24","2,768,389.00","59.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSS","FEDERAL SIGNAL CORP","Industrials","Equity","161,566,835.84","0.23","161,566,835.84","1,462,408.00","110.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SITM","SITIME CORP","Information Technology","Equity","159,117,594.18","0.23","159,117,594.18","518,873.00","306.66","United States","NASDAQ","USD","1.00","USD","-"
"FCFS","FIRSTCASH HOLDINGS INC","Financials","Equity","157,229,486.44","0.23","157,229,486.44","967,447.00","162.52","United States","NASDAQ","USD","1.00","USD","-"
"TRNO","TERRENO REALTY REIT CORP","Real Estate","Equity","154,465,303.30","0.22","154,465,303.30","2,497,418.00","61.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MIR","MIRION TECHNOLOGIES INC CLASS A","Information Technology","Equity","153,625,628.70","0.22","153,625,628.70","5,725,890.00","26.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMTC","SEMTECH CORP","Information Technology","Equity","152,734,752.00","0.22","152,734,752.00","2,121,316.00","72.00","United States","NASDAQ","USD","1.00","USD","-"
"CADE","CADENCE BANK","Financials","Equity","151,636,335.06","0.22","151,636,335.06","3,931,458.00","38.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JXN","JACKSON FINANCIAL INC CLASS A","Financials","Equity","151,399,915.32","0.22","151,399,915.32","1,618,558.00","93.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EPRT","ESSENTIAL PROPERTIES REALTY TRUST","Real Estate","Equity","150,528,851.28","0.22","150,528,851.28","4,862,043.00","30.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APLD","APPLIED DIGITAL CORP","Information Technology","Equity","149,032,548.00","0.21","149,032,548.00","5,216,400.00","28.57","United States","NASDAQ","USD","1.00","USD","-"
"IBP","INSTALLED BUILDING PRODUCTS INC","Consumer Discretionary","Equity","148,049,136.85","0.21","148,049,136.85","570,407.00","259.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESNT","ESSENT GROUP LTD","Financials","Equity","147,554,600.72","0.21","147,554,600.72","2,377,612.00","62.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PIPR","PIPER SANDLER COMPANIES","Financials","Equity","144,377,341.22","0.21","144,377,341.22","429,107.00","336.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TMHC","TAYLOR MORRISON HOME CORP","Consumer Discretionary","Equity","143,841,277.44","0.21","143,841,277.44","2,378,328.00","60.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RHP","RYMAN HOSPITALITY PROPERTIES REIT","Real Estate","Equity","143,378,859.78","0.21","143,378,859.78","1,512,914.00","94.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVLT","COMMVAULT SYSTEMS INC","Information Technology","Equity","140,025,034.38","0.20","140,025,034.38","1,089,011.00","128.58","United States","NASDAQ","USD","1.00","USD","-"
"PTCT","PTC THERAPEUTICS INC","Health Care","Equity","139,452,328.52","0.20","139,452,328.52","1,889,086.00","73.82","United States","NASDAQ","USD","1.00","USD","-"
"MOGA","MOOG INC CLASS A","Industrials","Equity","139,140,172.08","0.20","139,140,172.08","685,656.00","202.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXNM","TXNM ENERGY INC","Utilities","Equity","138,167,869.28","0.20","138,167,869.28","2,392,103.00","57.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BOOT","BOOT BARN HOLDINGS INC","Consumer Discretionary","Equity","137,726,652.80","0.20","137,726,652.80","748,840.00","183.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXSM","AXSOME THERAPEUTICS INC","Health Care","Equity","137,336,869.98","0.20","137,336,869.98","983,718.00","139.61","United States","NASDAQ","USD","1.00","USD","-"
"RIOT","RIOT PLATFORMS INC","Information Technology","Equity","137,092,336.86","0.20","137,092,336.86","8,493,949.00","16.14","United States","NASDAQ","USD","1.00","USD","-"
"ESE","ESCO TECHNOLOGIES INC","Industrials","Equity","136,896,510.38","0.20","136,896,510.38","633,106.00","216.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IRTC","IRHYTHM TECHNOLOGIES INC","Health Care","Equity","136,807,391.88","0.20","136,807,391.88","775,948.00","176.31","United States","NASDAQ","USD","1.00","USD","-"
"QLYS","QUALYS INC","Information Technology","Equity","136,737,120.40","0.20","136,737,120.40","889,058.00","153.80","United States","NASDAQ","USD","1.00","USD","-"
"GATX","GATX CORP","Industrials","Equity","136,125,141.47","0.20","136,125,141.47","872,653.00","155.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POR","PORTLAND GENERAL ELECTRIC","Utilities","Equity","135,069,535.77","0.19","135,069,535.77","2,685,813.00","50.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CWST","CASELLA WASTE SYSTEMS INC CLASS A","Industrials","Equity","134,662,969.50","0.19","134,662,969.50","1,525,926.00","88.25","United States","NASDAQ","USD","1.00","USD","-"
"UFPI","UFP INDUSTRIES INC","Industrials","Equity","134,456,717.92","0.19","134,456,717.92","1,473,014.00","91.28","United States","NASDAQ","USD","1.00","USD","-"
"BMI","BADGER METER INC","Information Technology","Equity","133,738,054.71","0.19","133,738,054.71","720,921.00","185.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALKS","ALKERMES","Health Care","Equity","133,471,669.38","0.19","133,471,669.38","3,947,698.00","33.81","United States","NASDAQ","USD","1.00","USD","-"
"BIPC","BROOKFIELD INFRASTRUCTURE CORP CLA","Utilities","Equity","133,035,956.67","0.19","133,035,956.67","2,930,953.00","45.39","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GBCI","GLACIER BANCORP INC","Financials","Equity","132,872,927.40","0.19","132,872,927.40","3,122,748.00","42.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MARA","MARA HOLDINGS INC","Information Technology","Equity","132,477,151.73","0.19","132,477,151.73","9,055,171.00","14.63","United States","NASDAQ","USD","1.00","USD","-"
"VLY","VALLEY NATIONAL","Financials","Equity","132,299,790.92","0.19","132,299,790.92","11,908,172.00","11.11","United States","NASDAQ","USD","1.00","USD","-"
"RDNT","RADNET INC","Health Care","Equity","130,511,274.00","0.19","130,511,274.00","1,662,564.00","78.50","United States","NASDAQ","USD","1.00","USD","-"
"SR","SPIRE INC","Utilities","Equity","129,735,429.84","0.19","129,735,429.84","1,429,434.00","90.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ENS","ENERSYS","Industrials","Equity","129,686,000.16","0.19","129,686,000.16","935,888.00","138.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWX","SOUTHWEST GAS HOLDINGS INC","Utilities","Equity","128,606,918.16","0.19","128,606,918.16","1,588,328.00","80.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOMB","HOME BANCSHARES INC","Financials","Equity","128,483,526.08","0.18","128,483,526.08","4,658,576.00","27.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UEC","URANIUM ENERGY CORP","Energy","Equity","128,368,966.40","0.18","128,368,966.40","10,352,336.00","12.40","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"BKH","BLACK HILLS CORP","Utilities","Equity","127,851,648.36","0.18","127,851,648.36","1,775,964.00","71.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UBSI","UNITED BANKSHARES INC","Financials","Equity","127,452,415.50","0.18","127,452,415.50","3,453,995.00","36.90","United States","NASDAQ","USD","1.00","USD","-"
"MMSI","MERIT MEDICAL SYSTEMS INC","Health Care","Equity","126,999,233.48","0.18","126,999,233.48","1,420,732.00","89.39","United States","NASDAQ","USD","1.00","USD","-"
"PCVX","VAXCYTE INC","Health Care","Equity","127,002,879.06","0.18","127,002,879.06","2,781,491.00","45.66","United States","NASDAQ","USD","1.00","USD","-"
"RYTM","RHYTHM PHARMACEUTICALS INC","Health Care","Equity","126,824,297.06","0.18","126,824,297.06","1,270,021.00","99.86","United States","NASDAQ","USD","1.00","USD","-"
"ROAD","CONSTRUCTION PARTNERS INC CLASS A","Industrials","Equity","126,208,900.98","0.18","126,208,900.98","1,142,886.00","110.43","United States","NASDAQ","USD","1.00","USD","-"
"HWC","HANCOCK WHITNEY CORP","Financials","Equity","124,681,756.68","0.18","124,681,756.68","2,112,534.00","59.02","United States","NASDAQ","USD","1.00","USD","-"
"CNX","CNX RESOURCES CORP","Energy","Equity","124,492,370.52","0.18","124,492,370.52","3,330,454.00","37.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BCPC","BALCHEM CORP","Materials","Equity","124,065,300.30","0.18","124,065,300.30","794,730.00","156.11","United States","NASDAQ","USD","1.00","USD","-"
"ACIW","ACI WORLDWIDE INC","Information Technology","Equity","123,735,744.00","0.18","123,735,744.00","2,577,828.00","48.00","United States","NASDAQ","USD","1.00","USD","-"
"KRG","KITE REALTY GROUP TRUST REIT","Real Estate","Equity","123,557,388.50","0.18","123,557,388.50","5,431,094.00","22.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KRYS","KRYSTAL BIOTECH INC","Health Care","Equity","122,256,547.00","0.18","122,256,547.00","602,249.00","203.00","United States","NASDAQ","USD","1.00","USD","-"
"GKOS","GLAUKOS CORP","Health Care","Equity","122,183,072.39","0.18","122,183,072.39","1,359,251.00","89.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ARWR","ARROWHEAD PHARMACEUTICALS INC","Health Care","Equity","121,671,194.00","0.18","121,671,194.00","2,931,836.00","41.50","United States","NASDAQ","USD","1.00","USD","-"
"PTGX","PROTAGONIST THERAPEUTICS INC","Health Care","Equity","121,094,094.72","0.17","121,094,094.72","1,415,312.00","85.56","United States","NASDAQ","USD","1.00","USD","-"
"ABCB","AMERIS BANCORP","Financials","Equity","120,940,097.52","0.17","120,940,097.52","1,614,472.00","74.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CIFR","CIPHER MINING INC","Information Technology","Equity","120,559,601.99","0.17","120,559,601.99","6,457,397.00","18.67","United States","NASDAQ","USD","1.00","USD","-"
"OGS","ONE GAS INC","Utilities","Equity","120,144,380.44","0.17","120,144,380.44","1,464,461.00","82.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CORZ","CORE SCIENTIFIC INC","Information Technology","Equity","119,902,445.68","0.17","119,902,445.68","6,922,774.00","17.32","United States","NASDAQ","USD","1.00","USD","-"
"SOUN","SOUNDHOUND AI INC CLASS A","Information Technology","Equity","119,836,577.28","0.17","119,836,577.28","8,916,412.00","13.44","United States","NASDAQ","USD","1.00","USD","-"
"ACHR","ARCHER AVIATION INC CLASS A","Industrials","Equity","119,768,491.62","0.17","119,768,491.62","13,396,923.00","8.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MTH","MERITAGE CORP","Consumer Discretionary","Equity","118,683,684.00","0.17","118,683,684.00","1,723,050.00","68.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SIGI","SELECTIVE INSURANCE GROUP INC","Financials","Equity","117,260,385.66","0.17","117,260,385.66","1,483,933.00","79.02","United States","NASDAQ","USD","1.00","USD","-"
"RDN","RADIAN GROUP INC","Financials","Equity","117,051,272.52","0.17","117,051,272.52","3,298,148.00","35.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SKY","CHAMPION HOMES INC","Consumer Discretionary","Equity","117,014,800.08","0.17","117,014,800.08","1,392,536.00","84.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACA","ARCOSA INC","Industrials","Equity","116,973,712.28","0.17","116,973,712.28","1,181,314.00","99.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPI","GROUP AUTOMOTIVE INC","Consumer Discretionary","Equity","116,849,309.64","0.17","116,849,309.64","307,482.00","380.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BCO","BRINKS","Industrials","Equity","115,468,830.07","0.17","115,468,830.07","1,025,387.00","112.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OPCH","OPTION CARE HEALTH INC","Health Care","Equity","114,807,626.55","0.17","114,807,626.55","4,007,247.00","28.65","United States","NASDAQ","USD","1.00","USD","-"
"EOSE","EOS ENERGY ENTERPRISES INC CLASS A","Industrials","Equity","114,684,062.88","0.17","114,684,062.88","6,192,444.00","18.52","United States","NASDAQ","USD","1.00","USD","-"
"ITRI","ITRON INC","Information Technology","Equity","114,463,290.48","0.16","114,463,290.48","1,106,567.00","103.44","United States","NASDAQ","USD","1.00","USD","-"
"AUB","ATLANTIC UNION BANKSHARES CORP","Financials","Equity","114,327,606.40","0.16","114,327,606.40","3,494,120.00","32.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EAT","BRINKER INTERNATIONAL INC","Consumer Discretionary","Equity","114,187,400.94","0.16","114,187,400.94","1,079,174.00","105.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WK","WORKIVA INC CLASS A","Information Technology","Equity","114,067,276.05","0.16","114,067,276.05","1,222,455.00","93.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MMS","MAXIMUS INC","Industrials","Equity","113,733,582.44","0.16","113,733,582.44","1,378,756.00","82.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NJR","NEW JERSEY RESOURCES CORP","Utilities","Equity","113,499,739.86","0.16","113,499,739.86","2,459,899.00","46.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AGX","ARGAN INC","Industrials","Equity","112,273,747.56","0.16","112,273,747.56","322,737.00","347.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HRI","HERC HOLDINGS INC","Industrials","Equity","112,135,209.48","0.16","112,135,209.48","795,116.00","141.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OSIS","OSI SYSTEMS INC","Information Technology","Equity","112,139,950.56","0.16","112,139,950.56","390,786.00","286.96","United States","NASDAQ","USD","1.00","USD","-"
"BDC","BELDEN INC","Information Technology","Equity","112,031,574.66","0.16","112,031,574.66","967,959.00","115.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBRA","SABRA HEALTH CARE REIT INC","Real Estate","Equity","111,698,661.44","0.16","111,698,661.44","5,829,784.00","19.16","United States","NASDAQ","USD","1.00","USD","-"
"MAC","MACERICH REIT","Real Estate","Equity","111,472,055.76","0.16","111,472,055.76","6,213,604.00","17.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QTWO","Q2 HOLDINGS INC","Information Technology","Equity","111,349,829.61","0.16","111,349,829.61","1,516,821.00","73.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNR","CORE NATURAL RESOURCES INC","Energy","Equity","111,161,257.31","0.16","111,161,257.31","1,269,109.00","87.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRSP","CRISPR THERAPEUTICS AG","Health Care","Equity","111,081,526.22","0.16","111,081,526.22","2,011,982.00","55.21","United States","NASDAQ","USD","1.00","USD","-"
"CWAN","CLEARWATER ANALYTICS HOLDINGS INC","Information Technology","Equity","110,532,700.80","0.16","110,532,700.80","6,007,212.00","18.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NPO","ENPRO INC","Industrials","Equity","110,129,822.81","0.16","110,129,822.81","514,409.00","214.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TGTX","TG THERAPEUTICS INC","Health Care","Equity","109,828,784.07","0.16","109,828,784.07","3,530,337.00","31.11","United States","NASDAQ","USD","1.00","USD","-"
"BOX","BOX INC CLASS A","Information Technology","Equity","109,811,190.84","0.16","109,811,190.84","3,419,844.00","32.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GVA","GRANITE CONSTRUCTION INC","Industrials","Equity","109,453,395.00","0.16","109,453,395.00","1,067,838.00","102.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VSAT","VIASAT INC","Information Technology","Equity","109,361,827.96","0.16","109,361,827.96","2,869,636.00","38.11","United States","NASDAQ","USD","1.00","USD","-"
"AX","AXOS FINANCIAL INC","Financials","Equity","108,517,022.37","0.16","108,517,022.37","1,324,509.00","81.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STNE","STONECO LTD CLASS A","Financials","Equity","108,276,793.04","0.16","108,276,793.04","6,124,253.00","17.68","Brazil","NASDAQ","USD","1.00","USD","-"
"PECO","PHILLIPS EDISON AND COMPANY INC","Real Estate","Equity","108,148,551.60","0.16","108,148,551.60","3,107,717.00","34.80","United States","NASDAQ","USD","1.00","USD","-"
"COMP","COMPASS INC CLASS A","Real Estate","Equity","107,462,280.84","0.15","107,462,280.84","11,395,788.00","9.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LMND","LEMONADE INC","Financials","Equity","107,163,474.00","0.15","107,163,474.00","1,354,100.00","79.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVCO","CAVCO INDUSTRIES INC","Consumer Discretionary","Equity","106,852,297.44","0.15","106,852,297.44","185,353.00","576.48","United States","NASDAQ","USD","1.00","USD","-"
"COGT","COGENT BIOSCIENCES INC","Health Care","Equity","105,882,079.50","0.15","105,882,079.50","3,168,225.00","33.42","United States","NASDAQ","USD","1.00","USD","-"
"LEU","CENTRUS ENERGY CORP CLASS A","Energy","Equity","105,434,278.84","0.15","105,434,278.84","382,646.00","275.54","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"HCC","WARRIOR MET COAL INC","Materials","Equity","104,658,974.14","0.15","104,658,974.14","1,269,209.00","82.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASB","ASSOCIATED BANCORP","Financials","Equity","104,344,538.36","0.15","104,344,538.36","4,085,534.00","25.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABG","ASBURY AUTOMOTIVE GROUP INC","Consumer Discretionary","Equity","104,322,612.24","0.15","104,322,612.24","478,588.00","217.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MGY","MAGNOLIA OIL GAS CORP CLASS A","Energy","Equity","103,908,010.50","0.15","103,908,010.50","4,539,450.00","22.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STEP","STEPSTONE GROUP INC CLASS A","Financials","Equity","103,787,373.88","0.15","103,787,373.88","1,700,596.00","61.03","United States","NASDAQ","USD","1.00","USD","-"
"SSRM","SSR MINING INC","Materials","Equity","103,262,078.28","0.15","103,262,078.28","4,959,754.00","20.82","Canada","NASDAQ","USD","1.00","USD","-"
"FFIN","FIRST FINANCIAL BANKSHARES INC","Financials","Equity","102,807,416.64","0.15","102,807,416.64","3,269,956.00","31.44","United States","NASDAQ","USD","1.00","USD","-"
"REZI","RESIDEO TECHNOLOGIES INC","Industrials","Equity","102,254,570.16","0.15","102,254,570.16","3,364,744.00","30.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ATMU","ATMUS FILTRATION TECHNOLOGIES INC","Industrials","Equity","101,427,810.38","0.15","101,427,810.38","2,028,962.00","49.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNEX","STONEX GROUP INC","Financials","Equity","101,214,221.76","0.15","101,214,221.76","1,125,603.00","89.92","United States","NASDAQ","USD","1.00","USD","-"
"HUT","HUT CORP","Information Technology","Equity","100,858,635.40","0.15","100,858,635.40","2,296,940.00","43.91","United States","NASDAQ","USD","1.00","USD","-"
"NWE","NORTHWESTERN ENERGY GROUP INC","Utilities","Equity","100,756,785.28","0.15","100,756,785.28","1,501,144.00","67.12","United States","NASDAQ","USD","1.00","USD","-"
