Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"SAFE","SAFEHOLD INC","Real Estate","Equity","19,237,858.75","0.03","19,237,858.75","1,399,117.00","13.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSFUT","CASH COLLATERAL MSFUT USD","Cash and/or Derivatives","Cash Collateral and Margins","19,155,000.00","0.03","19,155,000.00","19,155,000.00","100.00","United States","-","USD","1.00","USD","Feb 01, 2009"
"FWRG","FIRST WATCH RESTAURANT GROUP INC","Consumer Discretionary","Equity","19,157,260.80","0.03","19,157,260.80","1,100,992.00","17.40","United States","NASDAQ","USD","1.00","USD","-"
"AESI","ATLAS ENERGY SOLUTIONS INC","Energy","Equity","19,125,349.24","0.03","19,125,349.24","1,878,718.00","10.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MEG","MONTROSE ENVIRONMENTAL GRP INC","Industrials","Equity","19,031,848.00","0.03","19,031,848.00","786,440.00","24.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RHLD","RESOLUTE HOLDINGS MANAGEMENT INC","Industrials","Equity","19,021,283.05","0.03","19,021,283.05","105,119.00","180.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QNST","QUINSTREET INC","Communication","Equity","19,005,904.96","0.03","19,005,904.96","1,327,228.00","14.32","United States","NASDAQ","USD","1.00","USD","-"
"ODP","ODP CORP","Consumer Discretionary","Equity","18,979,867.60","0.03","18,979,867.60","680,770.00","27.88","United States","NASDAQ","USD","1.00","USD","-"
"AMWD","AMERICAN WOODMARK CORP","Industrials","Equity","18,947,056.92","0.03","18,947,056.92","350,482.00","54.06","United States","NASDAQ","USD","1.00","USD","-"
"RZLT","REZOLUTE INC","Health Care","Equity","18,939,405.80","0.03","18,939,405.80","1,886,395.00","10.04","United States","NASDAQ","USD","1.00","USD","-"
"UPB","UPSTREAM BIO INC","Health Care","Equity","18,944,289.44","0.03","18,944,289.44","796,648.00","23.78","United States","NASDAQ","USD","1.00","USD","-"
"CFFN","CAPITOL FEDERAL FINANCIAL INC","Financials","Equity","18,936,634.08","0.03","18,936,634.08","2,972,784.00","6.37","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"AMSF","AMERISAFE INC","Financials","Equity","18,856,763.94","0.03","18,856,763.94","459,249.00","41.06","United States","NASDAQ","USD","1.00","USD","-"
"ORKA","ORUKA THERAPEUTICS INC","Health Care","Equity","18,738,589.80","0.03","18,738,589.80","664,489.00","28.20","United States","NASDAQ","USD","1.00","USD","-"
"BHVN","BIOHAVEN LTD","Health Care","Equity","18,733,758.96","0.03","18,733,758.96","2,198,798.00","8.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MMI","MARCUS & MILLICHAP INC","Real Estate","Equity","18,661,352.85","0.03","18,661,352.85","601,785.00","31.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UTL","UNITIL CORP","Utilities","Equity","18,508,449.15","0.03","18,508,449.15","382,485.00","48.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTZ","HERTZ GLOBAL HLDGS INC","Industrials","Equity","18,480,320.76","0.03","18,480,320.76","2,896,602.00","6.38","United States","NASDAQ","USD","1.00","USD","-"
"HFWA","HERITAGE FINANCIAL CORP","Financials","Equity","18,475,968.35","0.03","18,475,968.35","822,983.00","22.45","United States","NASDAQ","USD","1.00","USD","-"
"CLB","CORE LABORATORIES INC","Energy","Equity","18,469,075.40","0.03","18,469,075.40","1,143,596.00","16.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALNT","ALLIENT INC","Industrials","Equity","18,447,566.80","0.03","18,447,566.80","352,120.00","52.39","United States","NASDAQ","USD","1.00","USD","-"
"AIV","APARTMENT INVESTMENT AND MANAGEMEN","Real Estate","Equity","18,436,916.22","0.03","18,436,916.22","3,228,882.00","5.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GBTG","GLOBAL BUSINESS TRAVEL GROUP INC C","Consumer Discretionary","Equity","18,300,362.84","0.03","18,300,362.84","2,325,332.00","7.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBUC","BROOKFIELD BUSINESS CORP CLASS A","Industrials","Equity","18,292,306.56","0.03","18,292,306.56","571,456.00","32.01","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAMY","UNITED STATES ANTIMONY CORP","Materials","Equity","18,288,863.46","0.03","18,288,863.46","2,266,278.00","8.07","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"ERII","ENERGY RECOVERY INC","Industrials","Equity","18,233,823.05","0.03","18,233,823.05","1,297,781.00","14.05","United States","NASDAQ","USD","1.00","USD","-"
"ORIC","ORIC PHARMACEUTICALS INC","Health Care","Equity","18,189,174.64","0.03","18,189,174.64","1,412,203.00","12.88","United States","NASDAQ","USD","1.00","USD","-"
"HNRG","HALLADOR ENERGY","Utilities","Equity","18,185,173.22","0.03","18,185,173.22","763,762.00","23.81","United States","NASDAQ","USD","1.00","USD","-"
"TRST","TRUSTCO BANK CORP","Financials","Equity","18,170,832.75","0.03","18,170,832.75","453,025.00","40.11","United States","NASDAQ","USD","1.00","USD","-"
"TDUP","THREDUP INC CLASS A","Consumer Discretionary","Equity","18,137,688.00","0.03","18,137,688.00","2,267,211.00","8.00","United States","NASDAQ","USD","1.00","USD","-"
"DAWN","DAY ONE BIOPHARMACEUTICALS INC","Health Care","Equity","18,106,731.44","0.03","18,106,731.44","1,747,754.00","10.36","United States","NASDAQ","USD","1.00","USD","-"
"UTZ","UTZ BRANDS INC CLASS A","Consumer Staples","Equity","18,101,940.48","0.03","18,101,940.48","1,754,064.00","10.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCAT","RED CAT HOLDINGS INC","Information Technology","Equity","18,084,510.24","0.03","18,084,510.24","2,085,872.00","8.67","United States","NASDAQ","USD","1.00","USD","-"
"DAKT","DAKTRONICS INC","Information Technology","Equity","18,016,958.00","0.03","18,016,958.00","955,300.00","18.86","United States","NASDAQ","USD","1.00","USD","-"
"ARVN","ARVINAS INC","Health Care","Equity","17,988,429.17","0.03","17,988,429.17","1,604,677.00","11.21","United States","NASDAQ","USD","1.00","USD","-"
"MBWM","MERCANTILE BANK CORP","Financials","Equity","17,900,510.04","0.03","17,900,510.04","392,211.00","45.64","United States","NASDAQ","USD","1.00","USD","-"
"AXL","AMERICAN AXLE AND MANUFACTURING HO","Consumer Discretionary","Equity","17,860,782.08","0.03","17,860,782.08","2,839,552.00","6.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NXRT","NEXPOINT RESIDENTIAL TRUST INC","Real Estate","Equity","17,831,734.49","0.03","17,831,734.49","554,297.00","32.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FG","F&G ANNUITIES AND LIFE INC","Financials","Equity","17,825,598.06","0.03","17,825,598.06","540,006.00","33.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BJRI","BJS RESTAURANTS INC","Consumer Discretionary","Equity","17,809,699.98","0.03","17,809,699.98","491,709.00","36.22","United States","NASDAQ","USD","1.00","USD","-"
"NAT","NORDIC AMERICAN TANKERS LTD","Energy","Equity","17,784,321.06","0.03","17,784,321.06","4,899,262.00","3.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APOG","APOGEE ENTERPRISES INC","Industrials","Equity","17,772,387.73","0.03","17,772,387.73","518,599.00","34.27","United States","NASDAQ","USD","1.00","USD","-"
"PRSU","PURSUIT ATTRACTIONS AND HOSPITALIT","Consumer Discretionary","Equity","17,767,010.88","0.03","17,767,010.88","517,536.00","34.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KOS","KOSMOS ENERGY LTD","Energy","Equity","17,748,198.90","0.03","17,748,198.90","11,600,130.00","1.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HBNC","HORIZON BANCORP INC","Financials","Equity","17,716,930.23","0.03","17,716,930.23","1,092,963.00","16.21","United States","NASDAQ","USD","1.00","USD","-"
"RWT","REDWOOD TRUST REIT INC","Financials","Equity","17,721,462.84","0.03","17,721,462.84","3,318,626.00","5.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GCI","GANNETT CO INC","Communication","Equity","17,662,193.11","0.03","17,662,193.11","3,469,979.00","5.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INBX","INHIBRX BIOSCIENCES INC","Health Care","Equity","17,624,922.00","0.03","17,624,922.00","226,425.00","77.84","United States","NASDAQ","USD","1.00","USD","-"
"BRSP","BRIGHTSPIRE CAPITAL INC CLASS A","Financials","Equity","17,543,652.03","0.03","17,543,652.03","3,207,249.00","5.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCNE","CNB FINANCIAL CORP","Financials","Equity","17,520,319.95","0.03","17,520,319.95","696,633.00","25.15","United States","NASDAQ","USD","1.00","USD","-"
"CPF","CENTRAL PACIFIC FINANCIAL CORP","Financials","Equity","17,469,367.02","0.03","17,469,367.02","589,982.00","29.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MATV","MATIV HOLDINGS INC","Materials","Equity","17,332,133.04","0.02","17,332,133.04","1,319,036.00","13.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVER","EVERQUOTE INC CLASS A","Communication","Equity","17,295,253.42","0.02","17,295,253.42","665,458.00","25.99","United States","NASDAQ","USD","1.00","USD","-"
"BFST","BUSINESS FIRST BANCSHARES INC","Financials","Equity","17,280,039.12","0.02","17,280,039.12","682,466.00","25.32","United States","NASDAQ","USD","1.00","USD","-"
"ESQ","ESQUIRE FINANCIAL HOLDINGS INC","Financials","Equity","17,244,964.52","0.02","17,244,964.52","175,718.00","98.14","United States","NASDAQ","USD","1.00","USD","-"
"ABUS","ARBUTUS BIOPHARMA CORP","Health Care","Equity","17,232,401.64","0.02","17,232,401.64","3,658,684.00","4.71","United States","NASDAQ","USD","1.00","USD","-"
"TBPH","THERAVANCE BIOPHARMA INC","Health Care","Equity","17,219,837.00","0.02","17,219,837.00","930,802.00","18.50","United States","NASDAQ","USD","1.00","USD","-"
"PLOW","DOUGLAS DYNAMICS INC","Industrials","Equity","17,139,310.47","0.02","17,139,310.47","549,513.00","31.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MATW","MATTHEWS INTERNATIONAL CORP CLASS","Consumer Discretionary","Equity","17,092,441.17","0.02","17,092,441.17","724,563.00","23.59","United States","NASDAQ","USD","1.00","USD","-"
"PFBC","PREFERRED BANK","Financials","Equity","17,078,356.79","0.02","17,078,356.79","185,051.00","92.29","United States","NASDAQ","USD","1.00","USD","-"
"TR","TOOTSIE ROLL INDUSTRIES INC","Consumer Staples","Equity","17,016,263.26","0.02","17,016,263.26","433,094.00","39.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SIBN","SI BONE INC","Health Care","Equity","16,908,542.62","0.02","16,908,542.62","928,021.00","18.22","United States","NASDAQ","USD","1.00","USD","-"
"CWH","CAMPING WORLD HOLDINGS INC CLASS A","Consumer Discretionary","Equity","16,886,908.50","0.02","16,886,908.50","1,462,070.00","11.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"METC","RAMACO RESOURCES INC CLASS A","Materials","Equity","16,853,625.36","0.02","16,853,625.36","704,583.00","23.92","United States","NASDAQ","USD","1.00","USD","-"
"IOVA","IOVANCE BIOTHERAPEUTICS INC","Health Care","Equity","16,827,091.90","0.02","16,827,091.90","6,349,846.00","2.65","United States","NASDAQ","USD","1.00","USD","-"
"IBCP","INDEPENDENT BANK CORP","Financials","Equity","16,771,017.10","0.02","16,771,017.10","539,261.00","31.10","United States","NASDAQ","USD","1.00","USD","-"
"IIIV","I3 VERTICALS INC CLASS A","Information Technology","Equity","16,737,067.54","0.02","16,737,067.54","571,426.00","29.29","United States","NASDAQ","USD","1.00","USD","-"
"KE","KIMBALL ELECTRONICS INC","Information Technology","Equity","16,621,688.86","0.02","16,621,688.86","595,546.00","27.91","United States","NASDAQ","USD","1.00","USD","-"
"MOFG","MIDWESTONE FINANCIAL GROUP INC","Financials","Equity","16,595,702.28","0.02","16,595,702.28","423,036.00","39.23","United States","NASDAQ","USD","1.00","USD","-"
"GERN","GERON CORP","Health Care","Equity","16,556,936.25","0.02","16,556,936.25","13,245,549.00","1.25","United States","NASDAQ","USD","1.00","USD","-"
"IRMD","IRADIMED CORP","Health Care","Equity","16,549,151.36","0.02","16,549,151.36","195,524.00","84.64","United States","NASDAQ","USD","1.00","USD","-"
"HRTG","HERITAGE INSURANCE HOLDINGS INC","Financials","Equity","16,550,147.56","0.02","16,550,147.56","560,452.00","29.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EYPT","EYEPOINT PHARMACEUTICALS INC","Health Care","Equity","16,550,339.80","0.02","16,550,339.80","1,421,240.00","11.65","United States","NASDAQ","USD","1.00","USD","-"
"AMAL","AMALGAMATED FINANCIAL CORP","Financials","Equity","16,398,965.24","0.02","16,398,965.24","577,022.00","28.42","United States","NASDAQ","USD","1.00","USD","-"
"SABR","SABRE CORP","Consumer Discretionary","Equity","16,389,464.50","0.02","16,389,464.50","8,859,170.00","1.85","United States","NASDAQ","USD","1.00","USD","-"
"RIGL","RIGEL PHARMACEUTICALS INC","Health Care","Equity","16,356,374.10","0.02","16,356,374.10","430,998.00","37.95","United States","NASDAQ","USD","1.00","USD","-"
"CNXN","PC CONNECTION INC","Information Technology","Equity","16,348,291.00","0.02","16,348,291.00","281,140.00","58.15","United States","NASDAQ","USD","1.00","USD","-"
"ASPI","ASP ISOTOPES INC","Materials","Equity","16,297,862.40","0.02","16,297,862.40","1,866,880.00","8.73","United States","NASDAQ","USD","1.00","USD","-"
"MCB","METROPOLITAN BANK HOLDING CORP","Financials","Equity","16,266,087.86","0.02","16,266,087.86","233,239.00","69.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GLUE","MONTE ROSA THERAPEUTICS INC","Health Care","Equity","16,239,753.52","0.02","16,239,753.52","1,134,061.00","14.32","United States","NASDAQ","USD","1.00","USD","-"
"AEHR","AEHR TEST SYSTEMS","Information Technology","Equity","16,218,114.24","0.02","16,218,114.24","700,264.00","23.16","United States","NASDAQ","USD","1.00","USD","-"
"THFF","FIRST FINANCIAL CORPORATION CORP","Financials","Equity","16,200,415.43","0.02","16,200,415.43","286,277.00","56.59","United States","NASDAQ","USD","1.00","USD","-"
"NBN","NORTHEAST BANK","Financials","Equity","16,057,960.80","0.02","16,057,960.80","187,593.00","85.60","United States","NASDAQ","USD","1.00","USD","-"
"CARS","CARS.COM INC","Communication","Equity","16,030,198.02","0.02","16,030,198.02","1,408,629.00","11.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RDVT","RED VIOLET INC","Information Technology","Equity","16,030,965.83","0.02","16,030,965.83","276,539.00","57.97","United States","NASDAQ","USD","1.00","USD","-"
"GPRE","GREEN PLAINS INC","Energy","Equity","16,026,201.66","0.02","16,026,201.66","1,557,454.00","10.29","United States","NASDAQ","USD","1.00","USD","-"
"HTB","HOMETRUST BANCSHARES INC","Financials","Equity","15,993,431.30","0.02","15,993,431.30","398,342.00","40.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RUM","RUMBLE INC CLASS A","Communication","Equity","15,994,202.66","0.02","15,994,202.66","2,604,919.00","6.14","United States","NASDAQ","USD","1.00","USD","-"
"CBRL","CRACKER BARREL OLD COUNTRY STORE I","Consumer Discretionary","Equity","15,979,049.94","0.02","15,979,049.94","545,174.00","29.31","United States","NASDAQ","USD","1.00","USD","-"
"ANAB","ANAPTYSBIO INC","Health Care","Equity","15,957,175.92","0.02","15,957,175.92","475,482.00","33.56","United States","NASDAQ","USD","1.00","USD","-"
"AMTB","AMERANT BANCORP INC CLASS A","Financials","Equity","15,956,601.90","0.02","15,956,601.90","894,930.00","17.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MYE","MYERS INDUSTRIES INC","Materials","Equity","15,924,504.42","0.02","15,924,504.42","893,631.00","17.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBGI","SINCLAIR INC CLASS A","Communication","Equity","15,893,064.00","0.02","15,893,064.00","963,216.00","16.50","United States","NASDAQ","USD","1.00","USD","-"
"TRTX","TPG RE FINANCE TRUST INC","Financials","Equity","15,863,420.93","0.02","15,863,420.93","1,748,999.00","9.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NBBK","NB BANCORP INC","Financials","Equity","15,853,426.29","0.02","15,853,426.29","856,479.00","18.51","United States","NASDAQ","USD","1.00","USD","-"
"EQBK","EQUITY BANCSHARES INC CLASS A","Financials","Equity","15,834,526.18","0.02","15,834,526.18","374,693.00","42.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HTBK","HERITAGE COMMERCE CORP","Financials","Equity","15,769,026.48","0.02","15,769,026.48","1,468,252.00","10.74","United States","NASDAQ","USD","1.00","USD","-"
"CAC","CAMDEN NATIONAL CORP","Financials","Equity","15,732,750.02","0.02","15,732,750.02","401,141.00","39.22","United States","NASDAQ","USD","1.00","USD","-"
"AMN","AMN HEALTHCARE INC","Health Care","Equity","15,715,236.75","0.02","15,715,236.75","932,655.00","16.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KOD","KODIAK SCIENCES INC","Health Care","Equity","15,664,131.47","0.02","15,664,131.47","797,969.00","19.63","United States","NASDAQ","USD","1.00","USD","-"
"PRAA","PRA GROUP INC","Financials","Equity","15,604,384.00","0.02","15,604,384.00","975,274.00","16.00","United States","NASDAQ","USD","1.00","USD","-"
"CMRE","COSTAMARE INC","Industrials","Equity","15,600,013.56","0.02","15,600,013.56","1,100,142.00","14.18","Monaco","New York Stock Exchange Inc.","USD","1.00","USD","Jan 01, 1970"
"CTLP","CANTALOUPE INC","Financials","Equity","15,540,993.74","0.02","15,540,993.74","1,468,903.00","10.58","United States","NASDAQ","USD","1.00","USD","-"
"ZGN","ERMENEGILDO ZEGNA NV","Consumer Discretionary","Equity","15,522,094.80","0.02","15,522,094.80","1,521,774.00","10.20","Italy","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INN","SUMMIT HOTEL PROPERTIES REIT INC","Real Estate","Equity","15,513,105.18","0.02","15,513,105.18","2,760,339.00","5.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EE","EXCELERATE ENERGY INC CLASS A","Energy","Equity","15,511,025.66","0.02","15,511,025.66","571,519.00","27.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLND","BLEND LABS INC CLASS A","Information Technology","Equity","15,477,942.00","0.02","15,477,942.00","5,159,314.00","3.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REPL","REPLIMUNE GROUP INC","Health Care","Equity","15,458,304.29","0.02","15,458,304.29","1,693,133.00","9.13","United States","NASDAQ","USD","1.00","USD","-"
"APPS","DIGITAL TURBINE INC","Information Technology","Equity","15,441,284.16","0.02","15,441,284.16","2,556,504.00","6.04","United States","NASDAQ","USD","1.00","USD","-"
"MAZE","MAZE THERAPEUTICS INC","Health Care","Equity","15,408,053.46","0.02","15,408,053.46","477,621.00","32.26","United States","NASDAQ","USD","1.00","USD","-"
"SNCY","SUN COUNTRY AIRLINES HOLDINGS INC","Industrials","Equity","15,381,677.98","0.02","15,381,677.98","1,254,623.00","12.26","United States","NASDAQ","USD","1.00","USD","-"
"FOXF","FOX FACTORY HOLDING CORP","Consumer Discretionary","Equity","15,374,081.79","0.02","15,374,081.79","1,022,893.00","15.03","United States","NASDAQ","USD","1.00","USD","-"
"CBL","CBL ASSOCIATES PROPERTIES INC","Real Estate","Equity","15,322,239.00","0.02","15,322,239.00","468,570.00","32.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSR","WHITESTONE REIT","Real Estate","Equity","15,305,362.96","0.02","15,305,362.96","1,145,611.00","13.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTS","VITESSE ENERGY INC","Energy","Equity","15,239,808.28","0.02","15,239,808.28","704,894.00","21.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BZH","BEAZER HOMES INC","Consumer Discretionary","Equity","15,198,602.20","0.02","15,198,602.20","695,270.00","21.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORRF","ORRSTOWN FINANCIAL SERVICES INC","Financials","Equity","15,165,503.10","0.02","15,165,503.10","442,530.00","34.27","United States","NASDAQ","USD","1.00","USD","-"
"VSTS","VESTIS CORP","Industrials","Equity","15,152,980.08","0.02","15,152,980.08","2,821,784.00","5.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESPR","ESPERION THERAPEUTICS INC","Health Care","Equity","15,154,157.80","0.02","15,154,157.80","4,888,438.00","3.10","United States","NASDAQ","USD","1.00","USD","-"
"CMP","COMPASS MINERALS INTERNATIONAL INC","Materials","Equity","15,130,411.52","0.02","15,130,411.52","844,331.00","17.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIOT","POWERFLEET INC","Information Technology","Equity","15,125,500.62","0.02","15,125,500.62","3,019,062.00","5.01","United States","NASDAQ","USD","1.00","USD","-"
"GHM","GRAHAM CORP","Industrials","Equity","15,105,998.25","0.02","15,105,998.25","253,925.00","59.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LINC","LINCOLN EDUCATIONAL SERVICES CORP","Consumer Discretionary","Equity","15,001,357.14","0.02","15,001,357.14","721,566.00","20.79","United States","NASDAQ","USD","1.00","USD","-"
"HSTM","HEALTHSTREAM INC","Health Care","Equity","14,986,279.88","0.02","14,986,279.88","595,166.00","25.18","United States","NASDAQ","USD","1.00","USD","-"
"NRDS","NERDWALLET INC CLASS A","Financials","Equity","14,989,375.00","0.02","14,989,375.00","1,033,750.00","14.50","United States","NASDAQ","USD","1.00","USD","-"
"ADAM","ADAMAS INC TRUST","Financials","Equity","14,982,097.79","0.02","14,982,097.79","2,083,741.00","7.19","United States","NASDAQ","USD","1.00","USD","-"
"CABO","CABLE ONE INC","Communication","Equity","14,971,214.16","0.02","14,971,214.16","126,084.00","118.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GDOT","GREEN DOT CORP CLASS A","Financials","Equity","14,975,950.45","0.02","14,975,950.45","1,319,467.00","11.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APEI","AMERICAN PUBLIC EDUCATION INC","Consumer Discretionary","Equity","14,880,525.80","0.02","14,880,525.80","430,073.00","34.60","United States","NASDAQ","USD","1.00","USD","-"
"FSBC","FIVE STAR BANCORP","Financials","Equity","14,880,610.74","0.02","14,880,610.74","429,827.00","34.62","United States","NASDAQ","USD","1.00","USD","-"
"CEVA","CEVA INC","Information Technology","Equity","14,826,114.88","0.02","14,826,114.88","568,486.00","26.08","United States","NASDAQ","USD","1.00","USD","-"
"PHAT","PHATHOM PHARMACEUTICALS INC","Health Care","Equity","14,778,622.72","0.02","14,778,622.72","1,029,152.00","14.36","United States","NASDAQ","USD","1.00","USD","-"
"HIPO","HIPPO HOLDINGS INC","Financials","Equity","14,757,464.32","0.02","14,757,464.32","438,688.00","33.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CCBG","CAPITAL CITY BANK INC","Financials","Equity","14,749,194.40","0.02","14,749,194.40","360,616.00","40.90","United States","NASDAQ","USD","1.00","USD","-"
"GRDN","GUARDIAN PHARMACY SERVICES INC CLA","Health Care","Equity","14,750,968.75","0.02","14,750,968.75","472,031.00","31.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MYGN","MYRIAD GENETICS INC","Health Care","Equity","14,735,472.12","0.02","14,735,472.12","2,205,909.00","6.68","United States","NASDAQ","USD","1.00","USD","-"
"NX","QUANEX BUILDING PRODUCTS CORP","Industrials","Equity","14,617,269.81","0.02","14,617,269.81","1,114,971.00","13.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TNGX","TANGO THERAPEUTICS INC","Health Care","Equity","14,613,479.76","0.02","14,613,479.76","1,743,852.00","8.38","United States","NASDAQ","USD","1.00","USD","-"
"IIIN","INSTEEL INDUSTRIES INC","Industrials","Equity","14,583,866.24","0.02","14,583,866.24","458,036.00","31.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOV","HOVNANIAN ENTERPRISES INC CLASS A","Consumer Discretionary","Equity","14,487,573.60","0.02","14,487,573.60","116,310.00","124.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNK","GENCO SHIPPING AND TRADING LTD","Industrials","Equity","14,479,643.36","0.02","14,479,643.36","831,208.00","17.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OFIX","ORTHOFIX MEDICAL INC","Health Care","Equity","14,481,438.88","0.02","14,481,438.88","941,576.00","15.38","United States","NASDAQ","USD","1.00","USD","-"
"MTUS","METALLUS INC","Materials","Equity","14,476,600.20","0.02","14,476,600.20","910,478.00","15.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADTN","ADTRAN HOLDINGS INC","Information Technology","Equity","14,466,856.03","0.02","14,466,856.03","1,801,601.00","8.03","United States","NASDAQ","USD","1.00","USD","-"
"EVH","EVOLENT HEALTH INC CLASS A","Health Care","Equity","14,468,196.96","0.02","14,468,196.96","2,870,674.00","5.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PGEN","PRECIGEN INC","Health Care","Equity","14,457,072.96","0.02","14,457,072.96","3,650,776.00","3.96","United States","NASDAQ","USD","1.00","USD","-"
"FLGT","FULGENT GENETICS INC","Health Care","Equity","14,461,624.98","0.02","14,461,624.98","509,571.00","28.38","United States","NASDAQ","USD","1.00","USD","-"
"BDN","BRANDYWINE REALTY TRUST REIT","Real Estate","Equity","14,449,332.42","0.02","14,449,332.42","4,224,951.00","3.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DNTH","DIANTHUS THERAPEUTICS INC","Health Care","Equity","14,416,390.60","0.02","14,416,390.60","399,346.00","36.10","United States","NASDAQ","USD","1.00","USD","-"
"AHL","ASPEN INSURANCE HOLDINGS LTD CLASS","Financials","Equity","14,381,813.64","0.02","14,381,813.64","390,174.00","36.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TREE","LENDINGTREE INC","Financials","Equity","14,365,067.66","0.02","14,365,067.66","275,774.00","52.09","United States","NASDAQ","USD","1.00","USD","-"
"SKYT","SKYWATER TECHNOLOGY INC","Information Technology","Equity","14,356,732.80","0.02","14,356,732.80","649,920.00","22.09","United States","NASDAQ","USD","1.00","USD","-"
"EBS","EMERGENT BIOSOLUTIONS INC","Health Care","Equity","14,338,512.64","0.02","14,338,512.64","1,317,878.00","10.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBW","BUILD A BEAR WORKSHOP INC","Consumer Discretionary","Equity","14,327,556.31","0.02","14,327,556.31","304,259.00","47.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GDEN","GOLDEN ENTERTAINMENT INC","Consumer Discretionary","Equity","14,285,203.16","0.02","14,285,203.16","478,406.00","29.86","United States","NASDAQ","USD","1.00","USD","-"
"RBCAA","REPUBLIC BANCORP INC CLASS A","Financials","Equity","14,272,319.30","0.02","14,272,319.30","213,370.00","66.89","United States","NASDAQ","USD","1.00","USD","-"
"TCMD","TACTILE SYSTEMS TECHNOLOGY INC","Health Care","Equity","14,213,452.30","0.02","14,213,452.30","566,273.00","25.10","United States","NASDAQ","USD","1.00","USD","-"
